DESTINATION,COMMERCIAL FLAG,CITY,REGION,COUNTRY,FLIGH DIRECTION,FLIGHT TYPE,DATE,DATE YEAR,DATE HALF YEAR,DATE YEAR QUARTER,DATE YEAR MONTH,NBR OF PASSENGERS,CARGO WEIGHT,NBR OF FLIGHTS,SEAT CAPACITY
Dubai,Commercial,Dubai,,United Arab Emirates,Incoming,Scheduled,2009.05.01,2009,2009H1,2009Q2,200905,96,0,4,756
Dubai,Commercial,Dubai,,United Arab Emirates,Outgoing,Non Scheduled,2007.08.01,2007,2007H2,2007Q3,200708,848,0,5,942
Dubai,Commercial,Dubai,,United Arab Emirates,Incoming,Scheduled,2008.09.01,2008,2008H2,2008Q3,200809,106,0,4,756
Dubai,Commercial,Dubai,,United Arab Emirates,Incoming,Scheduled,2009.09.01,2009,2009H2,2009Q3,200909,138,0,5,945
Dubai,Commercial,Dubai,,United Arab Emirates,Incoming,Scheduled,2009.08.01,2009,2009H2,2009Q3,200908,250,0,4,756
Dubai,Commercial,Dubai,,United Arab Emirates,Incoming,Scheduled,2009.10.01,2009,2009H2,2009Q4,200910,76,0,4,756
Dubai,Commercial,Dubai,,United Arab Emirates,Outgoing,Non Scheduled,2007.06.01,2007,2007H1,2007Q2,200706,499,0,4,756
Dubai,Commercial,Dubai,,United Arab Emirates,Outgoing,Non Scheduled,2007.10.01,2007,2007H2,2007Q4,200710,432,0,3,567
Dubai,Commercial,Dubai,,United Arab Emirates,Incoming,Non Scheduled,2007.05.01,2007,2007H1,2007Q2,200705,145,0,3,564
Dubai,Commercial,Dubai,,United Arab Emirates,Incoming,Non Scheduled,2010.03.01,2010,2010H1,2010Q1,201003,0,0,1,189
Dubai,Commercial,Dubai,,United Arab Emirates,Outgoing,Scheduled,2008.08.01,2008,2008H2,2008Q3,200808,595,0,4,756
Dubai,Commercial,Dubai,,United Arab Emirates,Outgoing,Scheduled,2009.10.01,2009,2009H2,2009Q4,200910,321,0,2,378
Dubai,Commercial,Dubai,,United Arab Emirates,Incoming,Scheduled,2009.06.01,2009,2009H1,2009Q2,200906,66,0,4,756
Dubai,Commercial,Dubai,,United Arab Emirates,Incoming,Scheduled,2009.07.01,2009,2009H2,2009Q3,200907,108,0,5,2835
Dubai,Commercial,Dubai,,United Arab Emirates,Incoming,Non Scheduled,2010.02.01,2010,2010H1,2010Q1,201002,0,0,1,183
Dubai,Commercial,Dubai,,United Arab Emirates,Incoming,Scheduled,2008.05.01,2008,2008H1,2008Q2,200805,21,0,2,378
Dubai,Commercial,Dubai,,United Arab Emirates,Incoming,Scheduled,2008.06.01,2008,2008H1,2008Q2,200806,87,0,4,756
Dubai,Commercial,Dubai,,United Arab Emirates,Incoming,Scheduled,2008.11.01,2008,2008H2,2008Q4,200811,33,0,1,189
Dubai,Commercial,Dubai,,United Arab Emirates,Incoming,Scheduled,2008.10.01,2008,2008H2,2008Q4,200810,260,0,5,945
Dubai,Commercial,Dubai,,United Arab Emirates,Outgoing,Scheduled,2008.09.01,2008,2008H2,2008Q3,200809,646,0,4,756
Dubai,Commercial,Dubai,,United Arab Emirates,Outgoing,Scheduled,2008.10.01,2008,2008H2,2008Q4,200810,835,0,5,945
Dubai,Commercial,Dubai,,United Arab Emirates,Outgoing,Scheduled,2009.09.01,2009,2009H2,2009Q3,200909,736,0,5,945
Dublin,Commercial,Dublin,,Ireland,Outgoing,Non Scheduled,2007.03.01,2007,2007H1,2007Q1,200703,0,0,1,186
Dublin,Commercial,Dublin,,Ireland,Outgoing,Scheduled,2012.02.01,2012,2012H1,2012Q1,201202,5320,12676,39,6800
Dublin,Commercial,Dublin,,Ireland,Outgoing,Scheduled,2011.05.01,2011,2011H1,2011Q2,201105,7376,17143,58,8808
Dublin,Commercial,Dublin,,Ireland,Outgoing,Scheduled,2007.02.01,2007,2007H1,2007Q1,200702,6503,0,44,7207
Dublin,Commercial,Dublin,,Ireland,Outgoing,Scheduled,2008.05.01,2008,2008H1,2008Q2,200805,12129,0,93,14979
Dublin,Commercial,Dublin,,Ireland,Outgoing,Scheduled,2008.06.01,2008,2008H1,2008Q2,200806,10629,0,82,13677
Dublin,Commercial,Dublin,,Ireland,Outgoing,Scheduled,2009.02.01,2009,2009H1,2009Q1,200902,8460,0,61,9561
Dublin,Commercial,Dublin,,Ireland,Outgoing,Scheduled,2009.05.01,2009,2009H1,2009Q2,200905,8965,0,70,10648
Dublin,Commercial,Dublin,,Ireland,Outgoing,Scheduled,2009.07.01,2009,2009H2,2009Q3,200907,10431,0,72,11836
Dublin,Commercial,Dublin,,Ireland,Incoming,Scheduled,2012.04.01,2012,2012H1,2012Q2,201204,8152,23230,60,10890
Dublin,Commercial,Dublin,,Ireland,Incoming,Scheduled,2011.12.01,2011,2011H2,2011Q4,201112,7390,23517,55,8479
Dublin,Commercial,Dublin,,Ireland,Incoming,Scheduled,2011.10.01,2011,2011H2,2011Q4,201110,7868,14751,62,9179
Dublin,Commercial,Dublin,,Ireland,Incoming,Scheduled,2011.01.01,2011,2011H1,2011Q1,201101,6407,7732,57,8705
Dublin,Commercial,Dublin,,Ireland,Incoming,Scheduled,2011.08.01,2011,2011H2,2011Q3,201108,7613,9256,58,8803
Dublin,Commercial,Dublin,,Ireland,Incoming,Scheduled,2011.05.01,2011,2011H1,2011Q2,201105,7006,10512,58,8743
Dublin,Commercial,Dublin,,Ireland,Incoming,Scheduled,2011.03.01,2011,2011H1,2011Q1,201103,7224,16488,58,8576
Dublin,Commercial,Dublin,,Ireland,Incoming,Scheduled,2007.07.01,2007,2007H2,2007Q3,200707,4449,0,62,9828
Dublin,Commercial,Dublin,,Ireland,Incoming,Scheduled,2007.09.01,2007,2007H2,2007Q3,200709,2778,0,60,9578
Dublin,Commercial,Dublin,,Ireland,Incoming,Scheduled,2007.08.01,2007,2007H2,2007Q3,200708,3396,0,62,9643
Dublin,Commercial,Dublin,,Ireland,Incoming,Scheduled,2008.04.01,2008,2008H1,2008Q2,200804,7155,0,90,14448
Dublin,Commercial,Dublin,,Ireland,Incoming,Scheduled,2008.07.01,2008,2008H2,2008Q3,200807,13037,0,81,13890
Dublin,Commercial,Dublin,,Ireland,Incoming,Scheduled,2008.11.01,2008,2008H2,2008Q4,200811,9766,0,80,12149
Dublin,Commercial,Dublin,,Ireland,Incoming,Scheduled,2010.07.01,2010,2010H2,2010Q3,201007,10886,2438,71,11184
Dublin,Commercial,Dublin,,Ireland,Incoming,Non Scheduled,2007.03.01,2007,2007H1,2007Q1,200703,0,0,1,186
Dublin,Commercial,Dublin,,Ireland,Incoming,Non Scheduled,2008.05.01,2008,2008H1,2008Q2,200805,0,0,1,189
Dublin,Commercial,Dublin,,Ireland,Outgoing,Scheduled,2012.03.01,2012,2012H1,2012Q1,201203,6937,14648,51,9174
Dublin,Commercial,Dublin,,Ireland,Outgoing,Scheduled,2011.03.01,2011,2011H1,2011Q1,201103,7181,17265,58,8588
Dublin,Commercial,Dublin,,Ireland,Outgoing,Scheduled,2007.03.01,2007,2007H1,2007Q1,200703,6625,0,53,8150
Dublin,Commercial,Dublin,,Ireland,Outgoing,Scheduled,2007.10.01,2007,2007H2,2007Q4,200710,8811,0,64,10162
Dublin,Commercial,Dublin,,Ireland,Outgoing,Scheduled,2007.11.01,2007,2007H2,2007Q4,200711,11381,0,90,15066
Dublin,Commercial,Dublin,,Ireland,Outgoing,Scheduled,2007.09.01,2007,2007H2,2007Q3,200709,9089,0,60,9753
Dublin,Commercial,Dublin,,Ireland,Outgoing,Scheduled,2008.04.01,2008,2008H1,2008Q2,200804,11342,0,90,14411
Dublin,Commercial,Dublin,,Ireland,Outgoing,Scheduled,2008.08.01,2008,2008H2,2008Q3,200808,13906,0,85,14375
Dublin,Commercial,Dublin,,Ireland,Outgoing,Scheduled,2010.07.01,2010,2010H2,2010Q3,201007,9783,7870,71,11122
Dublin,Commercial,Dublin,,Ireland,Outgoing,Scheduled,2010.01.01,2010,2010H1,2010Q1,201001,7354,0,45,8240
Dublin,Commercial,Dublin,,Ireland,Incoming,Scheduled,2012.06.01,2012,2012H1,2012Q2,201206,8730,24640,60,10881
Dublin,Commercial,Dublin,,Ireland,Incoming,Scheduled,2011.04.01,2011,2011H1,2011Q2,201104,7159,12332,55,8073
Dublin,Commercial,Dublin,,Ireland,Incoming,Scheduled,2007.02.01,2007,2007H1,2007Q1,200702,2478,0,44,7207
Dublin,Commercial,Dublin,,Ireland,Incoming,Scheduled,2008.12.01,2008,2008H2,2008Q4,200812,10819,0,73,11815
Dublin,Commercial,Dublin,,Ireland,Incoming,Scheduled,2008.10.01,2008,2008H2,2008Q4,200810,11671,0,93,14533
Dublin,Commercial,Dublin,,Ireland,Incoming,Scheduled,2009.06.01,2009,2009H1,2009Q2,200906,10274,0,69,10809
Dublin,Commercial,Dublin,,Ireland,Incoming,Scheduled,2009.10.01,2009,2009H2,2009Q4,200910,9011,0,66,10722
Dublin,Commercial,Dublin,,Ireland,Incoming,Scheduled,2010.05.01,2010,2010H1,2010Q2,201005,8829,7531,66,10242
Dublin,Commercial,Dublin,,Ireland,Outgoing,Non Scheduled,2008.11.01,2008,2008H2,2008Q4,200811,0,0,1,0
Dublin,Commercial,Dublin,,Ireland,Outgoing,Scheduled,2012.04.01,2012,2012H1,2012Q2,201204,8343,11679,60,10890
Dublin,Commercial,Dublin,,Ireland,Outgoing,Scheduled,2011.11.01,2011,2011H2,2011Q4,201111,7390,21224,55,8314
Dublin,Commercial,Dublin,,Ireland,Outgoing,Scheduled,2012.01.01,2012,2012H1,2012Q1,201201,7243,16275,52,8069
Dublin,Commercial,Dublin,,Ireland,Outgoing,Scheduled,2011.01.01,2011,2011H1,2011Q1,201101,7268,8065,58,8814
Dublin,Commercial,Dublin,,Ireland,Outgoing,Scheduled,2011.06.01,2011,2011H1,2011Q2,201106,6847,12321,56,8661
Dublin,Commercial,Dublin,,Ireland,Outgoing,Scheduled,2011.04.01,2011,2011H1,2011Q2,201104,6488,15187,55,8061
Dublin,Commercial,Dublin,,Ireland,Outgoing,Scheduled,2008.02.01,2008,2008H1,2008Q1,200802,10528,0,87,13940
Dublin,Commercial,Dublin,,Ireland,Incoming,Scheduled,2007.01.01,2007,2007H1,2007Q1,200701,1913,0,52,8724
Dublin,Commercial,Dublin,,Ireland,Incoming,Scheduled,2007.06.01,2007,2007H1,2007Q2,200706,4065,0,60,9734
Dublin,Commercial,Dublin,,Ireland,Incoming,Scheduled,2008.03.01,2008,2008H1,2008Q1,200803,7223,0,93,15452
Dublin,Commercial,Dublin,,Ireland,Incoming,Scheduled,2009.02.01,2009,2009H1,2009Q1,200902,7928,0,61,9561
Dublin,Commercial,Dublin,,Ireland,Incoming,Scheduled,2009.05.01,2009,2009H1,2009Q2,200905,9247,0,70,10636
Dublin,Commercial,Dublin,,Ireland,Incoming,Scheduled,2010.11.01,2010,2010H2,2010Q4,201011,6289,10376,50,7579
Dublin,Commercial,Dublin,,Ireland,Incoming,Scheduled,2010.09.01,2010,2010H2,2010Q3,201009,8669,11434,69,10917
Dublin,Commercial,Dublin,,Ireland,Outgoing,Scheduled,2011.09.01,2011,2011H2,2011Q3,201109,8299,17722,57,8564
Dublin,Commercial,Dublin,,Ireland,Outgoing,Scheduled,2011.08.01,2011,2011H2,2011Q3,201108,8662,16209,58,8838
Dublin,Commercial,Dublin,,Ireland,Outgoing,Scheduled,2008.03.01,2008,2008H1,2008Q1,200803,12212,0,93,15514
Dublin,Commercial,Dublin,,Ireland,Outgoing,Scheduled,2008.12.01,2008,2008H2,2008Q4,200812,8256,0,72,11694
Dublin,Commercial,Dublin,,Ireland,Outgoing,Scheduled,2009.03.01,2009,2009H1,2009Q1,200903,10203,0,83,12502
Dublin,Commercial,Dublin,,Ireland,Outgoing,Scheduled,2009.04.01,2009,2009H1,2009Q2,200904,9229,0,68,10319
Dublin,Commercial,Dublin,,Ireland,Outgoing,Scheduled,2010.10.01,2010,2010H2,2010Q4,201010,9870,10624,70,11053
Dublin,Commercial,Dublin,,Ireland,Outgoing,Scheduled,2010.09.01,2010,2010H2,2010Q3,201009,10576,15209,69,10968
Dublin,Commercial,Dublin,,Ireland,Outgoing,Scheduled,2010.04.01,2010,2010H1,2010Q2,201004,7211,5731,56,8776
Dublin,Commercial,Dublin,,Ireland,Incoming,Scheduled,2012.05.01,2012,2012H1,2012Q2,201205,8453,21722,62,11253
Dublin,Commercial,Dublin,,Ireland,Incoming,Scheduled,2007.03.01,2007,2007H1,2007Q1,200703,3208,0,53,8150
Dublin,Commercial,Dublin,,Ireland,Incoming,Scheduled,2007.12.01,2007,2007H2,2007Q4,200712,8365,0,87,14852
Dublin,Commercial,Dublin,,Ireland,Incoming,Scheduled,2008.01.01,2008,2008H1,2008Q1,200801,5794,0,92,15696
Dublin,Commercial,Dublin,,Ireland,Incoming,Scheduled,2008.09.01,2008,2008H2,2008Q3,200809,11009,0,90,14919
Dublin,Commercial,Dublin,,Ireland,Incoming,Non Scheduled,2007.08.01,2007,2007H2,2007Q3,200708,0,0,1,189
Dublin,Commercial,Dublin,,Ireland,Outgoing,Scheduled,2007.01.01,2007,2007H1,2007Q1,200701,8399,0,53,8907
Dublin,Commercial,Dublin,,Ireland,Outgoing,Scheduled,2007.05.01,2007,2007H1,2007Q2,200705,7809,0,57,9025
Dublin,Commercial,Dublin,,Ireland,Outgoing,Scheduled,2007.06.01,2007,2007H1,2007Q2,200706,8140,0,60,9734
Dublin,Commercial,Dublin,,Ireland,Outgoing,Scheduled,2008.10.01,2008,2008H2,2008Q4,200810,12936,0,93,14516
Dublin,Commercial,Dublin,,Ireland,Outgoing,Scheduled,2010.11.01,2010,2010H2,2010Q4,201011,6374,32006,49,7411
Dublin,Commercial,Dublin,,Ireland,Outgoing,Scheduled,2010.12.01,2010,2010H2,2010Q4,201012,5452,18343,46,6936
Dublin,Commercial,Dublin,,Ireland,Outgoing,Scheduled,2010.05.01,2010,2010H1,2010Q2,201005,8395,7436,66,10189
Dublin,Commercial,Dublin,,Ireland,Incoming,Scheduled,2012.03.01,2012,2012H1,2012Q1,201203,6946,29243,50,8985
Dublin,Commercial,Dublin,,Ireland,Incoming,Scheduled,2012.02.01,2012,2012H1,2012Q1,201202,4842,24024,37,6490
Dublin,Commercial,Dublin,,Ireland,Incoming,Scheduled,2012.01.01,2012,2012H1,2012Q1,201201,6158,20376,52,8069
Dublin,Commercial,Dublin,,Ireland,Incoming,Scheduled,2011.02.01,2011,2011H1,2011Q1,201102,5608,4207,48,7262
Dublin,Commercial,Dublin,,Ireland,Incoming,Scheduled,2007.05.01,2007,2007H1,2007Q2,200705,3478,0,57,8987
Dublin,Commercial,Dublin,,Ireland,Incoming,Scheduled,2008.05.01,2008,2008H1,2008Q2,200805,12314,0,93,14979
Dublin,Commercial,Dublin,,Ireland,Incoming,Scheduled,2008.08.01,2008,2008H2,2008Q3,200808,11689,0,85,14046
Dublin,Commercial,Dublin,,Ireland,Incoming,Scheduled,2009.11.01,2009,2009H2,2009Q4,200911,5966,0,48,8622
Dublin,Commercial,Dublin,,Ireland,Incoming,Scheduled,2010.12.01,2010,2010H2,2010Q4,201012,6015,11558,46,6940
Dublin,Commercial,Dublin,,Ireland,Incoming,Scheduled,2010.06.01,2010,2010H1,2010Q2,201006,9968,6386,68,10646
Dublin,Commercial,Dublin,,Ireland,Incoming,Scheduled,2010.10.01,2010,2010H2,2010Q4,201010,9120,7567,70,11053
Dublin,Commercial,Dublin,,Ireland,Outgoing,Non Scheduled,2007.09.01,2007,2007H2,2007Q3,200709,2,0,1,189
Dublin,Commercial,Dublin,,Ireland,Incoming,Non Scheduled,2011.07.01,2011,2011H2,2011Q3,201107,0,0,1,0
Dublin,Commercial,Dublin,,Ireland,Outgoing,Scheduled,2012.05.01,2012,2012H1,2012Q2,201205,8070,9865,62,11253
Dublin,Commercial,Dublin,,Ireland,Outgoing,Scheduled,2011.10.01,2011,2011H2,2011Q4,201110,8696,19544,62,9184
Dublin,Commercial,Dublin,,Ireland,Outgoing,Scheduled,2011.02.01,2011,2011H1,2011Q1,201102,5777,17918,48,7262
Dublin,Commercial,Dublin,,Ireland,Outgoing,Scheduled,2007.07.01,2007,2007H2,2007Q3,200707,8450,0,62,9764
Dublin,Commercial,Dublin,,Ireland,Outgoing,Scheduled,2007.04.01,2007,2007H1,2007Q2,200704,7406,0,52,8245
Dublin,Commercial,Dublin,,Ireland,Outgoing,Scheduled,2007.12.01,2007,2007H2,2007Q4,200712,9007,0,86,14707
Dublin,Commercial,Dublin,,Ireland,Outgoing,Scheduled,2007.08.01,2007,2007H2,2007Q3,200708,9586,0,62,9989
Dublin,Commercial,Dublin,,Ireland,Outgoing,Scheduled,2008.01.01,2008,2008H1,2008Q1,200801,13073,0,93,15879
Dublin,Commercial,Dublin,,Ireland,Outgoing,Scheduled,2008.09.01,2008,2008H2,2008Q3,200809,13385,0,90,14858
Dublin,Commercial,Dublin,,Ireland,Outgoing,Scheduled,2009.11.01,2009,2009H2,2009Q4,200911,6142,0,48,8622
Dublin,Commercial,Dublin,,Ireland,Outgoing,Scheduled,2010.03.01,2010,2010H1,2010Q1,201003,6964,5460,48,8376
Dublin,Commercial,Dublin,,Ireland,Incoming,Scheduled,2011.11.01,2011,2011H2,2011Q4,201111,7053,19792,55,8326
Dublin,Commercial,Dublin,,Ireland,Incoming,Scheduled,2011.09.01,2011,2011H2,2011Q3,201109,6707,13331,57,8564
Dublin,Commercial,Dublin,,Ireland,Incoming,Scheduled,2011.07.01,2011,2011H2,2011Q3,201107,8038,11116,57,8382
Dublin,Commercial,Dublin,,Ireland,Incoming,Scheduled,2009.03.01,2009,2009H1,2009Q1,200903,10391,0,83,12502
Dublin,Commercial,Dublin,,Ireland,Incoming,Scheduled,2009.04.01,2009,2009H1,2009Q2,200904,9809,0,68,10381
Dublin,Commercial,Dublin,,Ireland,Incoming,Scheduled,2009.09.01,2009,2009H2,2009Q3,200909,9339,0,68,11354
Dublin,Commercial,Dublin,,Ireland,Incoming,Scheduled,2009.07.01,2009,2009H2,2009Q3,200907,11616,0,72,11958
Dublin,Commercial,Dublin,,Ireland,Incoming,Scheduled,2009.12.01,2009,2009H2,2009Q4,200912,7995,0,49,8857
Dublin,Commercial,Dublin,,Ireland,Incoming,Scheduled,2010.04.01,2010,2010H1,2010Q2,201004,7309,3372,56,8776
Dublin,Commercial,Dublin,,Ireland,Outgoing,Non Scheduled,2010.12.01,2010,2010H2,2010Q4,201012,85,0,1,168
Dublin,Commercial,Dublin,,Ireland,Outgoing,Scheduled,2012.06.01,2012,2012H1,2012Q2,201206,8011,8618,60,10890
Dublin,Commercial,Dublin,,Ireland,Outgoing,Scheduled,2011.12.01,2011,2011H2,2011Q4,201112,6302,25328,54,8370
Dublin,Commercial,Dublin,,Ireland,Outgoing,Scheduled,2008.11.01,2008,2008H2,2008Q4,200811,9854,0,80,12161
Dublin,Commercial,Dublin,,Ireland,Outgoing,Scheduled,2009.01.01,2009,2009H1,2009Q1,200901,10893,0,80,12671
Dublin,Commercial,Dublin,,Ireland,Outgoing,Scheduled,2008.07.01,2008,2008H2,2008Q3,200807,11463,0,81,13805
Dublin,Commercial,Dublin,,Ireland,Outgoing,Scheduled,2009.08.01,2009,2009H2,2009Q3,200908,11357,0,70,11583
Dublin,Commercial,Dublin,,Ireland,Outgoing,Scheduled,2009.09.01,2009,2009H2,2009Q3,200909,10480,0,68,11298
Dublin,Commercial,Dublin,,Ireland,Outgoing,Scheduled,2009.10.01,2009,2009H2,2009Q4,200910,9700,0,65,10601
Dublin,Commercial,Dublin,,Ireland,Outgoing,Scheduled,2009.12.01,2009,2009H2,2009Q4,200912,6532,0,49,8857
Dublin,Commercial,Dublin,,Ireland,Outgoing,Scheduled,2010.06.01,2010,2010H1,2010Q2,201006,8736,7093,68,10614
Dublin,Commercial,Dublin,,Ireland,Outgoing,Scheduled,2010.02.01,2010,2010H1,2010Q1,201002,6597,5346,44,7896
Dublin,Commercial,Dublin,,Ireland,Incoming,Scheduled,2008.06.01,2008,2008H1,2008Q2,200806,11834,0,82,13677
Dublin,Commercial,Dublin,,Ireland,Incoming,Scheduled,2009.01.01,2009,2009H1,2009Q1,200901,8741,0,79,12562
Dublin,Commercial,Dublin,,Ireland,Incoming,Scheduled,2010.08.01,2010,2010H2,2010Q3,201008,9552,4467,71,10977
Dublin,Commercial,Dublin,,Ireland,Incoming,Scheduled,2010.02.01,2010,2010H1,2010Q1,201002,6056,2288,44,7896
Dublin,Commercial,Dublin,,Ireland,Incoming,Scheduled,2010.01.01,2010,2010H1,2010Q1,201001,5789,0,44,8010
Dublin,Commercial,Dublin,,Ireland,Outgoing,Non Scheduled,2010.11.01,2010,2010H2,2010Q4,201011,0,0,2,0
Dublin,Commercial,Dublin,,Ireland,Outgoing,Scheduled,2011.07.01,2011,2011H2,2011Q3,201107,7255,10017,57,8369
Dublin,Commercial,Dublin,,Ireland,Outgoing,Scheduled,2009.06.01,2009,2009H1,2009Q2,200906,9137,0,69,10823
Dublin,Commercial,Dublin,,Ireland,Outgoing,Scheduled,2010.08.01,2010,2010H2,2010Q3,201008,10792,6895,71,11006
Dublin,Commercial,Dublin,,Ireland,Incoming,Scheduled,2011.06.01,2011,2011H1,2011Q2,201106,7822,12623,56,8720
Dublin,Commercial,Dublin,,Ireland,Incoming,Scheduled,2007.04.01,2007,2007H1,2007Q2,200704,3424,0,52,8283
Dublin,Commercial,Dublin,,Ireland,Incoming,Scheduled,2007.10.01,2007,2007H2,2007Q4,200710,3600,0,64,10188
Dublin,Commercial,Dublin,,Ireland,Incoming,Scheduled,2007.11.01,2007,2007H2,2007Q4,200711,6809,0,90,14871
Dublin,Commercial,Dublin,,Ireland,Incoming,Scheduled,2008.02.01,2008,2008H1,2008Q1,200802,5756,0,87,14004
Dublin,Commercial,Dublin,,Ireland,Incoming,Scheduled,2009.08.01,2009,2009H2,2009Q3,200908,10143,0,70,11269
Dublin,Commercial,Dublin,,Ireland,Incoming,Scheduled,2010.03.01,2010,2010H1,2010Q1,201003,7392,4742,47,8255
Dubrovnik,Commercial,Dubrovnik,,Croatia,Outgoing,Non Scheduled,2008.05.01,2008,2008H1,2008Q2,200805,66,0,1,100
Dubrovnik,Commercial,Dubrovnik,,Croatia,Outgoing,Non Scheduled,2010.08.01,2010,2010H2,2010Q3,201008,105,0,1,167
Dubrovnik,Commercial,Dubrovnik,,Croatia,Incoming,Non Scheduled,2008.09.01,2008,2008H2,2008Q3,200809,144,0,2,334
Dubrovnik,Commercial,Dubrovnik,,Croatia,Incoming,Scheduled,2007.08.01,2007,2007H2,2007Q3,200708,2142,0,21,2422
Dubrovnik,Commercial,Dubrovnik,,Croatia,Incoming,Non Scheduled,2007.05.01,2007,2007H1,2007Q2,200705,116,0,1,167
Dubrovnik,Commercial,Dubrovnik,,Croatia,Incoming,Non Scheduled,2008.12.01,2008,2008H2,2008Q4,200812,95,0,1,189
Dubrovnik,Commercial,Dubrovnik,,Croatia,Outgoing,Scheduled,2007.09.01,2007,2007H2,2007Q3,200709,1634,0,21,2474
Dubrovnik,Commercial,Dubrovnik,,Croatia,Outgoing,Scheduled,2007.07.01,2007,2007H2,2007Q3,200707,1944,0,22,2602
Dubrovnik,Commercial,Dubrovnik,,Croatia,Outgoing,Scheduled,2007.08.01,2007,2007H2,2007Q3,200708,1884,0,21,2422
Dubrovnik,Commercial,Dubrovnik,,Croatia,Outgoing,Non Scheduled,2008.03.01,2008,2008H1,2008Q1,200803,37,0,1,100
Dubrovnik,Commercial,Dubrovnik,,Croatia,Outgoing,Scheduled,2007.05.01,2007,2007H1,2007Q2,200705,390,0,8,485
Dubrovnik,Commercial,Dubrovnik,,Croatia,Outgoing,Scheduled,2007.10.01,2007,2007H2,2007Q4,200710,634,0,11,1253
Dubrovnik,Commercial,Dubrovnik,,Croatia,Outgoing,Non Scheduled,2007.06.01,2007,2007H1,2007Q2,200706,0,0,2,334
Dubrovnik,Commercial,Dubrovnik,,Croatia,Outgoing,Non Scheduled,2009.06.01,2009,2009H1,2009Q2,200906,111,0,2,334
Dubrovnik,Commercial,Dubrovnik,,Croatia,Incoming,Non Scheduled,2007.06.01,2007,2007H1,2007Q2,200706,0,0,2,267
Dubrovnik,Commercial,Dubrovnik,,Croatia,Incoming,Scheduled,2007.09.01,2007,2007H2,2007Q3,200709,1779,0,21,2474
Dubrovnik,Commercial,Dubrovnik,,Croatia,Incoming,Non Scheduled,2007.12.01,2007,2007H2,2007Q4,200712,0,0,2,256
Dubrovnik,Commercial,Dubrovnik,,Croatia,Incoming,Non Scheduled,2008.02.01,2008,2008H1,2008Q1,200802,105,0,1,167
Dubrovnik,Commercial,Dubrovnik,,Croatia,Incoming,Scheduled,2007.06.01,2007,2007H1,2007Q2,200706,988,0,18,1925
Dubrovnik,Commercial,Dubrovnik,,Croatia,Incoming,Scheduled,2007.07.01,2007,2007H2,2007Q3,200707,1324,0,22,2602
Dubrovnik,Commercial,Dubrovnik,,Croatia,Outgoing,Non Scheduled,2007.05.01,2007,2007H1,2007Q2,200705,114,0,1,167
Dubrovnik,Commercial,Dubrovnik,,Croatia,Incoming,Non Scheduled,2008.05.01,2008,2008H1,2008Q2,200805,0,0,1,100
Dubrovnik,Commercial,Dubrovnik,,Croatia,Incoming,Non Scheduled,2009.06.01,2009,2009H1,2009Q2,200906,119,0,2,334
Dubrovnik,Commercial,Dubrovnik,,Croatia,Incoming,Scheduled,2007.10.01,2007,2007H2,2007Q4,200710,725,0,11,1253
Dubrovnik,Commercial,Dubrovnik,,Croatia,Outgoing,Non Scheduled,2007.09.01,2007,2007H2,2007Q3,200709,0,0,1,396
Dubrovnik,Commercial,Dubrovnik,,Croatia,Outgoing,Non Scheduled,2008.02.01,2008,2008H1,2008Q1,200802,136,0,1,167
Dubrovnik,Commercial,Dubrovnik,,Croatia,Outgoing,Non Scheduled,2008.09.01,2008,2008H2,2008Q3,200809,153,0,2,334
Dubrovnik,Commercial,Dubrovnik,,Croatia,Incoming,Non Scheduled,2008.03.01,2008,2008H1,2008Q1,200803,0,0,1,100
Dubrovnik,Commercial,Dubrovnik,,Croatia,Incoming,Scheduled,2007.05.01,2007,2007H1,2007Q2,200705,261,0,8,485
Dubrovnik,Commercial,Dubrovnik,,Croatia,Outgoing,Scheduled,2007.06.01,2007,2007H1,2007Q2,200706,1419,0,18,1925
Düsseldorf,Commercial,Düsseldorf,Germany ED,Germany,Incoming,Non Scheduled,2008.03.01,2008,2008H1,2008Q1,200803,0,0,1,184
Düsseldorf,Commercial,Düsseldorf,Germany ED,Germany,Incoming,Non Scheduled,2008.04.01,2008,2008H1,2008Q2,200804,0,0,2,0
Düsseldorf,Commercial,Düsseldorf,Germany ED,Germany,Outgoing,Scheduled,2011.10.01,2011,2011H2,2011Q4,201110,5956,0,98,8590
Düsseldorf,Commercial,Düsseldorf,Germany ED,Germany,Outgoing,Scheduled,2011.08.01,2011,2011H2,2011Q3,201108,6373,1,107,8684
Düsseldorf,Commercial,Düsseldorf,Germany ED,Germany,Outgoing,Scheduled,2007.06.01,2007,2007H1,2007Q2,200706,2714,0,84,3642
Düsseldorf,Commercial,Düsseldorf,Germany ED,Germany,Outgoing,Scheduled,2008.04.01,2008,2008H1,2008Q2,200804,3328,0,82,5274
Düsseldorf,Commercial,Düsseldorf,Germany ED,Germany,Outgoing,Scheduled,2008.07.01,2008,2008H2,2008Q3,200807,2750,0,75,4863
Düsseldorf,Commercial,Düsseldorf,Germany ED,Germany,Outgoing,Scheduled,2008.10.01,2008,2008H2,2008Q4,200810,3372,0,81,4902
Düsseldorf,Commercial,Düsseldorf,Germany ED,Germany,Outgoing,Scheduled,2009.04.01,2009,2009H1,2009Q2,200904,2760,0,76,3898
